Œ¿–«±Í ∂,PRN,tk,X,Y,Z,clockBias
C,32,-1214,2577588.08,-27736230.3,-1520687.04,-0.000569776657
C,33,-1214,15711206.7,304051.181,23067789.4,-0.000949985183
C,34,-1214,14702402.9,10064832.2,-21495144.6,0.000372393189
C,35,-1214,-20913739.4,16148272.5,-8925789.94,0.000430348265
C,36,-1214,-24151706.7,-8552878.22,11086119.4,-1.0003827e-05
C,37,-1214,-2259995.25,-19664111.2,-19679403.5,-0.000937313451
C,38,-1214,-6387204.7,25999702.7,-32476912.5,0.000137696023
C,39,-1214,-22497111.6,22277693.6,27788750.5,-7.17011375e-06
C,40,-1214,-19817518,37350391.2,1521778.24,-5.71145886e-05
C,41,-1214,13281850.7,-18894966.3,15710247.1,-0.000892894464
C,42,-1214,8990441.2,20205051.8,17084804.4,-0.000453223353
C,43,-1214,25448577.8,-2626038.9,-11186440.9,6.09777981e-05
C,44,-1214,-5553465.75,18261124.3,-20359388.5,0.000388747624
C,45,-1214,-15465386,7781567.89,21880418.4,-7.09584895e-05
C,46,-1214,-19143174.5,-19656036.9,-5222814.14,-0.000124959659
C,59,-1214,-32310059.6,26923990.7,-3053854.75,-1.3812107e-07
C,60,-1214,7341277.64,41240547,-4742072.96,-2.24119813e-07
C,62,-1214,-39622418.4,14444969.3,-306716.332,2.43456079e-07
C,1,-914,-34330736.6,24224483.2,-3439814.33,0.00088508048
C,2,-914,4508441.67,41793371.2,-3534500.73,0.000440319428
C,3,-914,-14721994.6,39288954.6,-4238948.11,-1.73691544e-05
C,4,-914,-39622493.8,14143311.8,-2627780.38,0.000835134164
C,5,-914,21900994,35922777.4,-2534010.34,-0.000746510444
C,6,-914,-13759592.5,23933381.7,31840235.3,0.000119393175
C,7,-914,-12674059.3,40327375.3,-139232.703,-0.000824223368
C,8,-914,1216851.25,29484447.6,-30014846.6,2.74042021e-05
C,9,-914,-3718826.51,24595539.5,34438292,-0.000509262136
C,10,-914,-7225285.33,41321117.1,-6239212.44,7.92704387e-05
C,11,-914,20894554.2,4542357.92,-17859548.5,0.000417971934
C,12,-914,2626199.35,15484647.4,-23026091.1,0.000766618428
C,13,-914,8201423.48,33580578.3,-23765588.5,0.000418573291
C,14,-914,13301030.8,11972873.6,21444864.2,0.000221949125
C,16,-914,-16440249.8,23115329.7,31354490.1,-0.000348014856
C,19,-914,-15584141.6,-1022251.15,-23098535.1,-0.000925537134
C,20,-914,-9656580.41,-19441075.5,-17504399.1,-0.000176528763
C,21,-914,-2741537.85,27776589.4,725383.288,-0.000961883219
C,22,-914,-12942392.2,19075003.6,-15745852.7,-0.000104544867
C,23,-914,16245301.4,-7305870.06,-21485645.5,-0.000780196923
C,24,-914,18378196.5,19804037.6,6911200.4,0.000897500492
C,25,-914,24549278.9,7841094.19,-10694379.1,0.000329588862
C,26,-914,2553230.41,19348034.2,19912757.6,-0.000251207727
C,27,-914,6823761.39,-18137408.3,20066691,0.000273178836
C,28,-914,21761194.3,-15445879.3,8175277.63,0.00020788415
C,29,-914,-25333389.4,3223107.92,11240183.7,0.000243681566
C,30,-914,-12493610.6,-11356457.2,22207598.8,-2.69690839e-05
C,32,-914,2607357.64,-27769611.8,-582578.262,-0.000569778454
C,33,-914,15618964.6,1089081.92,23107203.3,-0.000949985999
C,34,-914,14033459,10384392.4,-21787726.2,0.000372395701
C,35,-914,-21195559.3,16232165.9,-8065208.06,0.000430345524
C,36,-914,-24416090.2,-8810027.02,10275347.1,-9.99970118e-06
C,37,-914,-1700144.24,-19272499.5,-20117488.7,-0.000937314264
C,38,-914,-6496328.31,25586893.4,-32783017.3,0.00013769667
C,39,-914,-22777046.8,22555300.4,27328734.4,-7.17022846e-06
C,40,-914,-19435258.7,37511717.8,2284957.63,-5.71149156e-05
C,41,-914,13233911.5,-18349636.2,16385425.7,-0.000892896014
C,42,-914,8903660.79,20770226.4,16439342.6,-0.000453222192
C,43,-914,25103991.5,-2425710.42,-11981913.6,6.09782811e-05
C,44,-914,-6190314.56,18528690.3,-19928191.4,0.000388751053
C,45,-914,-16051243.3,7318428.79,21617516.3,-7.09591848e-05
C,46,-914,-18960943.9,-19575370.8,-6115272.65,-0.000124960513
C,59,-914,-32312678.2,26923824.3,-3025522.5,-1.38047599e-07
C,60,-914,7335213.58,41236471.7,-4785019.42,-2.24139311e-07
C,62,-914,-39620948.8,14450660.4,-206721.505,2.43454234e-07
C,1,-614,-34335536,24225600.2,-3387687.89,0.000885080795
C,2,-614,4506775.83,41788454.9,-3583818.59,0.000440329504
C,3,-614,-14725958.3,39286875.8,-4235812.38,-1.73596963e-05
C,4,-614,-39627047.6,14145662.3,-2554612.4,0.000835122962
C,5,-614,21898877.3,35917542.6,-2612153.63,-0.000746529305
C,6,-614,-14101884.1,24104009.8,31555788.4,0.00011940062
C,7,-614,-12365678.4,40420855.8,555995.739,-0.000824241634
C,8,-614,1196352.78,29008263.3,-30478883.2,2.73953026e-05
C,9,-614,-4090599.8,24649495.8,34347139.7,-0.000509277212
C,10,-614,-6933058.25,41474927,-5557637.7,7.92661077e-05
C,11,-614,20318704.7,4787098.56,-18448117.7,0.00041797773
C,12,-614,1897464.51,15787173.9,-22891940.6,0.000766615617
C,13,-614,8265724.72,33138898.7,-24355637.2,0.000418573875
C,14,-614,13217712.2,12695043.5,21079192.4,0.000221974746
C,16,-614,-16773483.2,23316836.4,31019112.3,-0.000348021379
C,19,-614,-15502194.9,-1811281.4,-23104612.8,-0.000925536214
C,20,-614,-9578671.72,-20026154.9,-16876053.2,-0.00017653995
C,21,-614,-2766394.45,27782146.6,-213217.517,-0.000961882997
C,22,-614,-12901902.9,18525450.4,-16419976.2,-0.000104540597
C,23,-614,16827996.8,-6862547.46,-21180967.1,-0.000780196219
C,24,-614,18142777.7,19697644.9,7780525.35,0.000897510821
C,25,-614,24813223.8,8079545.89,-9874685.87,0.000329591631
C,26,-614,1968994.45,18976000.8,20333146,-0.000251209505
C,27,-614,7455602.64,-18392264.9,19605437.9,0.000273180431
C,28,-614,22018913.3,-15518162,7301156.97,0.00020788545
C,29,-614,-24989633.4,3016772.19,12038436.2,0.000243683062
C,30,-614,-11808766.9,-11698435.5,22404542.2,-2.69705524e-05
C,32,-614,2633292.54,-27771614.7,356493.492,-0.000569780249
C,33,-614,15542840.1,1876521.05,23108503.6,-0.000949986814
C,34,-614,13362460.1,10721124.4,-22044396.8,0.000372398211
C,35,-614,-21448955.6,16308690.4,-7191286.67,0.00043034278
C,36,-614,-24662679.3,-9045684.47,9447631.01,-9.99557633e-06
C,37,-614,-1121216.64,-18883233.3,-20522386,-0.000937315079
C,38,-614,-6623388.75,25179188.7,-33073351.2,0.000137697319
C,39,-614,-23044541.6,22844854.1,26855601.2,-7.17034735e-06
C,40,-614,-19046400.1,37656356.4,3047054.25,-5.71152431e-05
C,41,-614,13194900.3,-17780987.1,17033638.9,-0.000892897558
C,42,-614,8830784.05,21314691.6,15766857.5,-0.000453221032
C,43,-614,24739217,-2207024.69,-12757640.7,6.09787641e-05
C,44,-614,-6808074.39,18801991.8,-19464102,0.00038875448
C,45,-614,-16638170.3,6872367.54,21318917.7,-7.09598779e-05
C,46,-614,-18752722.7,-19480382.7,-6997661.57,-0.000124961367
C,59,-614,-32315305.4,26923776.3,-2995743.05,-1.37974358e-07
C,60,-614,7328974.51,41232653.9,-4825674.88,-2.24159069e-07
C,62,-614,-39619244.9,14456287.1,-106628.138,2.434523e-07
C,1,-314,-34340274.1,24226920.6,-3333939.74,0.000885081111
C,2,-314,4504899.8,41783642.8,-3631424.01,0.000440339578
C,3,-314,-14730011.5,39284978.9,-4230650.61,-1.73502395e-05
C,4,-314,-39631479.5,14148204.4,-2480221.14,0.000835111761
C,5,-314,21896520.7,35912385.3,-2689045.64,-0.000746548166
C,6,-314,-14436373.5,24289425.2,31256211.9,0.000119408059
C,7,-314,-12053546.4,40500909.2,1250959.78,-0.000824259898
C,8,-314,1155041.65,28533362.8,-30928260.4,2.73864063e-05
C,9,-314,-4459694.39,24719919.6,34239907.4,-0.000509292301
C,10,-314,-6634434.53,41616160.4,-4873450.45,7.92617863e-05
C,11,-314,19730011.4,5051667.86,-19006079.3,0.000417983521
C,12,-314,1180018.46,16102747.2,-22719870.7,0.000766612805
C,13,-314,8310579.23,32694586,-24933849.5,0.000418574459
C,14,-314,13150313.2,13405690.9,20678825.3,0.00022200037
C,16,-314,-17097645.8,23532815.4,30669006.5,-0.00034802791
C,19,-314,-15436567.3,-2601409.92,-23072459.3,-0.000925535295
C,20,-314,-9514655.89,-20590792.7,-16219788.1,-0.000176551137
C,21,-314,-2788460.41,27756229.2,-1151467.07,-0.000961882777
C,22,-314,-12870868.8,17952648.4,-17067022.3,-0.000104536329
C,23,-314,17409996.3,-6436668.74,-20841339,-0.000780195516
C,24,-314,17881103.9,19578970,8636979.14,0.000897521149
C,25,-314,25058042.7,8297387.38,-9038682.54,0.000329594398
C,26,-314,1366242.07,18607616.7,20719885.3,-0.000251211281
C,27,-314,8067417.95,-18652746,19111792,0.000273182028
C,28,-314,22247834.4,-15582909.9,6414987.66,0.000207886749
C,29,-314,-24626008.8,2791420.37,12816806,0.000243684559
C,30,-314,-11125385.1,-12056622.5,22564472.3,-2.69720192e-05
C,32,-314,2656738.75,-27742101.4,1294976.52,-0.000569782042
C,33,-314,15482993.4,2664737.91,23071689.8,-0.000949987627
C,34,-314,12690934.4,11074690,-22264732.1,0.00037240072
C,35,-314,-21673979.4,16376511.4,-6305470.31,0.000430340034
C,36,-314,-24890254.9,-9260379.56,8604335.52,-9.99145248e-06
C,37,-314,-524020.797,-18497584.1,-20893425.9,-0.000937315896
C,38,-314,-6768145.47,24777370.4,-33347775.9,0.000137697969
C,39,-314,-23299082.8,23145796.6,26369575.6,-7.17047036e-06
C,40,-314,-18651676.3,37784034.5,3807707.06,-5.71155712e-05
C,41,-314,13165863,-17190101.5,17653824.8,-0.000892899098
C,42,-314,8770961.64,21837220.5,15068452.5,-0.000453219876
C,43,-314,24355497.5,-1969381.23,-13512344.1,6.09792468e-05
C,44,-314,-7405794.87,19079849.1,-18967882.9,0.000388757903
C,45,-314,-17224721.2,6443923.14,20985117.8,-7.09605689e-05
C,46,-314,-18518155.5,-19372329.4,-7868528.2,-0.00012496222
C,59,-314,-32317935.9,26923846.7,-2964530.63,-1.3790135e-07
C,60,-314,7322571.82,41229100.8,-4864019.86,-2.24179079e-07
C,62,-314,-39617309.4,14461839.2,-6484.0925,2.43450268e-07
C,1,-14,-34344942.6,24228441.9,-3278595.65,0.000885081427
C,2,-14,4502818.17,41778942.6,-3677294.12,0.000440349651
C,3,-14,-14734145.7,39283266.5,-4223465.13,-1.7340784e-05
C,4,-14,-39635781.8,14150932.8,-2404642.28,0.000835100561
C,5,-14,21893927,35907315.1,-2764649.47,-0.000746567029
C,6,-14,-14762419.5,24489269.4,30941645.7,0.000119415493
C,7,-14,-11738253.6,40567386.3,1945329.43,-0.000824278161
C,8,-14,1092994.17,28060658.2,-31362764.3,2.7377513e-05
C,9,-14,-4825395.29,24806671.7,34116635.7,-0.000509307402
C,10,-14,-6329969.02,41744559.7,-4186973.39,7.92574744e-05
C,11,-14,19130037.4,5336280.21,-19532503.4,0.000417989308
C,12,-14,475257.621,16430471.3,-22510166.7,0.000766609995
C,13,-14,8335890.18,32248496.7,-25499944.4,0.000418575042
C,14,-14,13098377.1,14103301.7,20244424.9,0.000222025998
C,16,-14,-17412111.1,23762852.2,30304332.7,-0.00034803445
C,19,-14,-15387346.3,-3390991.13,-23002125.5,-0.000925534378
C,20,-14,-9463685.8,-21133734.6,-15536688.5,-0.000176562325
C,21,-14,-2809088.32,27698771.9,-2087818.61,-0.000961882559
C,22,-14,-12850318.7,17357703,-17685922.6,-0.000104532063
C,23,-14,17989844.6,-6028670.24,-20467320.8,-0.000780194813
C,24,-14,17592972.3,19449304.2,9479144.34,0.000897531475
C,25,-14,25282556.5,8495224.84,-8187748.84,0.000329597162
C,26,-14,745868.937,18244107.4,21072337.5,-0.000251213057
C,27,-14,8658270.12,-18917650.9,18586570.6,0.000273183627
C,28,-14,22448047.6,-15638788.4,5518231.9,0.000207888048
C,29,-14,-24243786.9,2546475.16,13574007.4,0.000243686055
C,30,-14,-10444966.2,-12430502.4,22687126.9,-2.69734842e-05
C,32,-14,2679049.1,-27681030.3,2231320.3,-0.000569783833
C,33,-14,15439493.8,3452096.05,22996824.3,-0.000949988439
C,34,-14,12020393.6,11444664.9,-22448367,0.000372403227
C,35,-14,-21870773.2,16434308.5,-5409223.43,0.000430337286
C,36,-14,-25097645,-9454718.05,7746850.68,-9.98732968e-06
C,37,-14,90558.6864,-18116782,-21229994.3,-0.000937316715
C,38,-14,-6930323.92,24382208.7,-33606160.6,0.000137698621
C,39,-14,-23540182.1,23457547.7,25870888.2,-7.17059749e-06
C,40,-14,-18251832.7,37894511.8,4566555.68,-5.71159e-05
C,41,-14,13147785.1,-16578131.8,18244968,-0.000892900632
C,42,-14,8723276.59,22336649.6,14345273.4,-0.000453218722
C,43,-14,23954122.8,-1712257.09,-14244780,6.09797292e-05
C,44,-14,-7982601.52,19361037.3,-18440349.9,0.000388761323
C,45,-14,-17809429.2,6033550.07,20616670.1,-7.09612577e-05
C,46,-14,-18256973.1,-19252496.4,-8726438.83,-0.000124963073
C,59,-14,-32320564.3,26924035.4,-2931900.15,-1.37828578e-07
C,60,-14,7316017.19,41225819.1,-4900035.97,-2.24199335e-07
C,62,-14,-39615145.8,14467306.7,93662.7453,2.43448133e-07
C,1,286,-34349533,24230160.9,-3221682.15,0.000885081743
C,2,286,4500535.87,41774362.1,-3721406.9,0.000440359723
C,3,286,-14738352.4,39281740.9,-4214259.26,-1.73313298e-05
C,4,286,-39639947.4,14153842.1,-2327912.05,0.000835089361
C,5,286,21891099.9,35902341.3,-2838928.84,-0.000746585893
C,6,286,-15079397,24703156,30612236.8,0.000119422922
C,7,286,-11420396,40620163.8,2638775.04,-0.000824296421
C,8,286,1010326.56,27591057.6,-31782188.1,2.73686229e-05
C,9,286,-5186994.06,24909581.9,33977372.5,-0.000509322516
C,10,286,-6020227.13,41859891.6,-3498530,7.92531716e-05
C,11,286,18520366.8,5641057.44,-20026512.5,0.000417995091
C,12,286,-215477.365,16769376.2,-22263176.8,0.000766607185
C,13,286,8341598.48,31801490.5,-26053646.8,0.000418575626
C,14,286,13061363.6,14786398.8,19776709.3,0.000222051628
C,16,286,-17716271.3,24006505.1,29925258,-0.000348040999
C,19,286,-15354528.7,-4178378.15,-22893725.8,-0.000925533463
C,20,286,-9424845.56,-21653790.6,-14827884.2,-0.000176573513
C,21,286,-2829633.23,27609805.5,-3020728.27,-0.000961882344
C,22,286,-12841218.9,16741789.6,-18275655.4,-0.000104527798
C,23,286,18566071.5,-5638903.38,-20059528.7,-0.000780194111
C,24,286,17278268.3,19309959.1,10305627.1,0.0008975418
C,25,286,25485638.2,8673738.3,-7323289.38,0.000329599924
C,26,286,108843.926,17886652.1,21389921,-0.00025121483
C,27,286,9227300.17,-19185734.3,18030643.1,0.000273185228
C,28,286,22619734.4,-15684479.2,4612369.41,0.000207889346
C,29,286,-23844284.6,2281438.89,14308790.1,0.000243687551
C,30,286,-9768983.12,-12819475.8,22772305.6,-2.69749473e-05
C,32,286,2701577.47,-27588456.5,3163978.08,-0.000569785621
C,33,286,15412319.8,4236959.05,22884032.1,-0.00094998925
C,34,286,11352328.1,11830539.5,-22594997.1,0.000372405732
C,35,286,-22039570.3,16480781.7,-4504028.01,0.000430334536
C,36,286,-25283729.4,-9629379.67,6876590.07,-9.98320797e-06
C,37,286,721563.927,-17742011.2,-21531534.1,-0.000937317536
C,38,286,-7109616.11,23994461.2,-33848382.4,0.000137699275
C,39,286,-23767377,23779506.3,25359776.2,-7.17072868e-06
C,40,286,-17847624.1,37987580.8,5323240.55,-5.71162295e-05
C,41,286,13141587.3,-15946296.1,18806100.9,-0.000892902161
C,42,286,8686748.3,22811883.8,13598507,-0.00045321757
C,43,286,23536424.3,-1435209.49,-14953741.4,6.09802113e-05
C,44,286,-8537698.68,19644290.7,-17882370.9,0.00038876474
C,45,286,-18390811.6,5641617.03,20214184.8,-7.09619443e-05
C,46,286,-17968994.4,-19122192.8,-9569981.07,-0.000124963926
C,59,286,-32323185.3,26924342,-2897867.2,-1.37756045e-07
C,60,286,7309322.6,41222814.9,-4933705.92,-2.24219831e-07
C,62,286,-39612758,14472679.7,193764.488,2.43445887e-07
C,1,586,-34354037.1,24232074.4,-3163226.51,0.00088508206
C,2,586,4498058.18,41769908.6,-3763741.14,0.000440369793
C,3,586,-14742622.9,39280403.9,-4203037.27,-1.73218769e-05
C,4,586,-39643969.3,14156926.3,-2250067.25,0.000835078163
C,5,586,21888043,35897473.2,-2911848.06,-0.000746604758
C,6,586,-15386698.4,24930671.7,30268139.6,0.000119430346
C,7,586,-11100574.5,40659144.6,3330967.46,-0.00082431468
C,8,586,907194.645,27125462.9,-32186332.5,2.73597359e-05
C,9,586,-5543790.07,25028449.1,33822173.3,-0.000509337644
C,10,586,-5705783.72,41961947.3,-2808444.37,7.9248878e-05
C,11,586,17902599,5966027.84,-20487282.8,0.00041800087
C,12,586,-890906.409,17118421.6,-21979310.5,0.000766604375
C,13,586,8327682.87,31354429.3,-26594687.8,0.00041857621
C,14,586,13038651.2,15453547.4,19276450.6,0.000222077261
C,16,586,-18009538.3,24263306.3,29531956.4,-0.000348047557
C,19,586,-15338019.8,-4961928.68,-22747437.8,-0.000925532549
C,20,586,-9397154.49,-22149839.2,-14094547.1,-0.000176584702
C,21,586,-2851446.81,27489456.6,-3948657.65,-0.000961882131
C,22,586,-12844469.6,16106148.6,-18835246.7,-0.000104523535
C,23,586,19137197.3,-5267633.7,-19618634.8,-0.000780193409
C,24,586,16936966.2,19162260.6,11115059.5,0.000897552123
C,25,586,25666217.4,8833678.55,-6446731.35,0.000329602685
C,26,586,-543794.12,17536378.7,21672112.5,-0.000251216602
C,27,586,9773730.24,-19455711.5,17444929.7,0.000273186831
C,28,586,22763167,-15718685.8,3698895,0.000207890644
C,29,586,-23428858.9,1995895.98,15019940.6,0.000243689047
C,30,586,-9098875.63,-13222861.9,22819870,-2.69764086e-05
C,32,586,2725673,-27464530.8,4091409.43,-0.000569787407
C,33,586,15401359.3,5017696.43,22733500.7,-0.000949990059
C,34,586,10688201.4,12231721.2,-22704378.9,0.000372408236
C,35,586,-22180693,16514656.4,-3591381.05,0.000430331783
C,36,586,-25447443.7,-9785114.92,5994988.44,-9.97908743e-06
C,37,586,1367966.97,-17374405.4,-21797545.9,-0.000937318358
C,38,586,-7305681.19,23614871.2,-34074326.1,0.00013769993
C,39,586,-23980232,24111051.7,24836482.5,-7.17086391e-06
C,40,586,-17439814,38063066.9,6077403.09,-5.711656e-05
C,41,586,13148121.6,-15295874.1,19336305.4,-0.000892903686
C,42,586,8660336.73,23261899.7,12829378.8,-0.000453216422
C,43,586,23103770.1,-1137877.98,-15638059.8,6.09806929e-05
C,44,586,-9070372.1,19928308.1,-17294863.9,0.000388768154
C,45,586,-18967375.6,5268405.91,19778328.5,-7.09626287e-05
C,46,586,-17654126.7,-18982745.8,-10397766.2,-0.000124964779
C,59,586,-32325793.6,26924766.1,-2862448.06,-1.37683753e-07
C,60,586,7302500.28,41220093.8,-4965013.57,-2.2424056e-07
C,62,586,-39610150.2,14477948.3,293773.27,2.43443523e-07
C,1,886,-34358447,24234178.8,-3103256.77,0.000885082377
C,2,886,4495390.65,41765589.2,-3804276.49,0.000440379862
C,3,886,-14746948.5,39279256.8,-4189804.4,-1.73124253e-05
C,4,886,-39647840.7,14160179.3,-2171145.17,0.000835066965
C,5,886,21884760.7,35892719.7,-2983372.14,-0.000746623624
C,6,886,-15683734.7,25171377,29909515.5,0.000119437764
C,7,886,-10779393.6,40684257.6,4021578.19,-0.000824332937
C,8,886,783793.59,26664768.5,-32575005.6,2.73508521e-05
C,9,886,-5895091.9,25163041.7,33651100.6,-0.000509352784
C,10,886,-5387222.05,42050543.2,-2117041.06,7.92445931e-05
C,11,886,17278342.9,6311125.64,-20914045.8,0.000418006646
C,12,886,-1549814.48,17476500.6,-21659039.3,0.000766601567
C,13,886,8294160.01,30908175,-27122804.7,0.000418576795
C,14,886,13029539.7,16103360.6,18744474.5,0.000222102896
C,16,886,-18291344.5,24532762.5,29124608.9,-0.000348054123
C,19,886,-15337634.3,-5740011,-22563501.9,-0.000925531637
C,20,886,-9379571.39,-22620831.2,-13337890.4,-0.00017659589
C,21,886,-2875871.6,27337947.7,-4870076.32,-0.000961881921
C,22,886,-12860900.9,15452081.7,-19363772.2,-0.000104519274
C,23,886,19701738.8,-4915040.25,-19145365.7,-0.000780192708
C,24,886,16569130.2,19007544.1,11906101.7,0.000897562446
C,25,886,25823284.2,8975863.66,-5559522.13,0.000329605443
C,26,886,-1210939.97,17194360,21918447,-0.000251218372
C,27,886,10296866.1,-19726263.4,16830399.7,0.000273188437
C,28,886,22878707,-15740139.2,2779316.12,0.000207891941
C,29,886,-22998902.1,1689515.03,15706284.5,0.000243690543
C,30,886,-8436044.84,-13639901,22829743.8,-2.6977868e-05
C,32,886,2752674.28,-27309500.1,5012082.76,-0.000569789191
C,33,886,15406410.2,5792689.51,22545479.5,-0.000949990868
C,34,886,10029444.6,12647535.7,-22776330,0.000372410738
C,35,886,-22294551.7,16534689.1,-2672792.12,0.000430329029
C,36,886,-25587784.3,-9922741.68,5103499.32,-9.97496808e-06
C,37,886,2028673.3,-17015043.6,-22027588.7,-0.000937319183
C,38,886,-7518146.09,23244166.4,-34283884.5,0.000137700588
C,39,886,-24178338.7,24451544.6,24301256.2,-7.17100315e-06
C,40,886,-17029172.4,38120829,6828685.9,-5.71168914e-05
C,41,886,13168167.7,-14628202.2,19834714.4,-0.000892905206
C,42,886,8642946.86,23685749.8,12039151.4,-0.000453215277
C,43,886,22657559.4,-819986.389,-16296607.5,6.09811739e-05
C,44,886,-9579991.26,20211758.1,-16678796.1,0.000388771566
C,45,886,-19537623.6,4914111.12,19309822.8,-7.0963311e-05
C,46,886,-17312367.2,-18835495,-11208431.3,-0.000124965631
C,59,886,-32328383.9,26925306.8,-2825659.63,-1.37611705e-07
C,60,886,7295562.7,41217660.9,-4993943.91,-2.24261516e-07
C,62,886,-39607327.1,14483103,393641.269,2.43441035e-07
C,1,1186,-34362754.7,24236470.1,-3041801.66,0.000885082695
C,2,1186,4492539.18,41761410.7,-3842993.45,0.000440389929
C,3,1186,-14751320.4,39278300.8,-4174566.87,-1.7302975e-05
C,4,1186,-39651555.2,14163594.6,-2091183.66,0.000835055768
C,5,1186,21881257.6,35888089.7,-3053466.72,-0.000746642491
C,6,1186,-15969936.5,25424806.9,29536533,0.000119445177
C,7,1186,-10457460.2,40695458.4,4710279.51,-0.000824351192
C,8,1186,640357.521,26209859.1,-32948022.9,2.73419717e-05
C,9,1186,-6240218.61,25313098.2,33464224.8,-0.000509367938
C,10,1186,-5065132.67,42125521.1,-1424644.97,7.9240317e-05
C,11,1186,16649210.1,6676190.8,-21306089.9,0.000418012418
C,12,1186,-2191055.87,17842444.4,-21302894.4,0.000766598761
C,13,1186,8241084.38,30463588.1,-27637741.1,0.00041857738
C,14,1186,13033253.5,16734503.8,18181658.5,0.000222128534
C,16,1186,-18561144.8,24814355.9,28703403.1,-0.000348060699
C,19,1186,-15353096.9,-6511009.78,-22342220.9,-0.000925530725
C,20,1186,-9370999.01,-23065794.2,-12559165.4,-0.000176607079
C,21,1186,-2904235.27,27155596.1,-5783464.36,-0.000961881713
C,22,1186,-12891269,14780946.7,-19860358.8,-0.000104515014
C,23,1186,20258214.2,-4581215.37,-18640501.5,-0.000780192008
C,24,1186,16174914.4,18847148.2,12677444.5,0.000897572767
C,25,1186,25955893.7,9101175.31,-4663126.95,0.000329608199
C,26,1186,-1891425.82,16861609.3,22128519.5,-0.000251220141
C,27,1186,10796099.2,-19996041.9,16188069.9,0.000273190045
C,28,1186,22966803.2,-15747602.8,1855150.33,0.000207893238
C,29,1186,-22555835.9,1362050.66,16366688.5,0.000243692038
C,30,1186,-7781848.34,-14069757.1,22801912.8,-2.69793255e-05
C,32,1186,2783903.66,-27123705.8,5924477.93,-0.000569790973
C,33,1186,15427181,6560337.2,22320280.1,-0.000949991675
C,34,1186,9377451.31,13077230.1,-22810729.6,0.000372413238
C,35,1186,-22381642.5,16539672.5,-1749780.82,0.000430326274
C,36,1186,-25703811.9,-10043141.5,4203592.72,-9.97084999e-06
C,37,1186,2702525.59,-16664945.5,-22221280.9,-0.00093732001
C,38,1186,-7746606.28,22883057.5,-34476958.3,0.000137701247
C,39,1186,-24361317.5,24800328.4,23754352.3,-7.17114635e-06
C,40,1186,-16616475.1,38160759.6,7576732.86,-5.71172239e-05
C,41,1186,13202429.9,-13944669.1,20300513.3,-0.000892906722
C,42,1186,8633433.33,24082565.7,11229122,-0.000453214136
C,43,1186,22199217.6,-481344.38,-16928298.8,6.09816543e-05
C,44,1186,-10066011.3,20493284,-16035182.1,0.000388774974
C,45,1186,-20100059.1,4578839.35,18809442.9,-7.0963991e-05
C,46,1186,-16943803.1,-18681787.6,-12000641.7,-0.000124966484
C,59,1186,-32330950.9,26925963.1,-2787519.52,-1.37539905e-07
C,60,1186,7288522.53,41215520.9,-5020483.05,-2.24282692e-07
C,62,1186,-39604293.7,14488134.4,493320.731,2.43438414e-07
C,1,1486,-34366952.5,24238943.8,-2978890.63,0.000885083013
C,2,1486,4489509.95,41757379.9,-3879873.39,0.000440399996
C,3,1486,-14755729.8,39277536.5,-4157331.84,-1.7293526e-05
C,4,1486,-39655106.5,14167165.6,-2010221.03,0.000835044572
C,5,1486,21877538.8,35883591.9,-3122098.13,-0.000746661359
C,6,1486,-16244755.5,25690471.8,29149367.8,0.000119452585
C,7,1486,-10135382.7,40692728.6,5396744.68,-0.000824369446
C,8,1486,477159.057,25761608.4,-33305207.8,2.73330945e-05
C,9,1486,-6578501.08,25478327.2,33261623.4,-0.000509383106
C,10,1486,-4740112.29,42186748.5,-731581.197,7.92360492e-05
C,11,1486,16016809.8,7060969.18,-21662760.8,0.000418018188
C,12,1486,-2813558.16,18215026.6,-20911467.3,0.000766595955
C,13,1486,8168548.25,30021526.1,-28139247.3,0.000418577966
C,14,1486,13048944.7,17345699.7,17588930.4,0.000222154175
C,16,1486,-18818416.5,25107545.5,28268533.6,-0.000348067285
C,19,1486,-15384043.6,-7273331.97,-22083959.6,-0.000925529815
C,20,1486,-9370288.74,-23483835.3,-11759660.6,-0.000176618267
C,21,1486,-2937844.91,26942812.7,-6687314.83,-0.000961881507
C,22,1486,-12936253.5,14094153.2,-20324185.7,-0.000104510757
C,23,1486,20805149,-4266164.76,-18104874.3,-0.000780191309
C,24,1486,15754562.3,18682409.9,13427811,0.000897583087
C,25,1486,26063169.7,9210554.84,-3759026.43,0.000329610953
C,26,1486,-2584025.4,16539076.7,22301984.7,-0.000251221907
C,27,1486,11270908.9,-20263675.2,15519002.9,0.000273191655
C,28,1486,23027990.1,-15739878.2,927922.856,0.000207894534
C,29,1486,-22101106.5,1013344.96,17000062,0.000243693534
C,30,1486,-7137595.24,-14511520.9,22736425.3,-2.69807809e-05
C,32,1486,2820661.53,-26907582.8,6827088.68,-0.000569792752
C,33,1486,15463292.2,7319061.74,22058274.8,-0.000949992481
C,34,1486,8733572.91,13519974.5,-22807518.9,0.000372415737
C,35,1486,-22442545.1,16528440.4,-823874.278,0.000430323516
C,36,1486,-25794655.6,-10147255.7,3296752.6,-9.9667332e-06
C,37,1486,3388307.72,-16325068.7,-22378300.6,-0.000937320838
C,38,1486,-7990626.52,22532236.7,-34653456.1,0.000137701908
C,39,1486,-24528817.6,25156730.7,23196031.3,-7.17129347e-06
