tk,Œ¿–«±‡∫≈,X,Y,Z,÷”≤Ó
260,PG11,23826.318189,-11658.952415,-666.193551,-580.631768
260,PG12,-818.949829,-17560.574545,-20217.380209,-479.390761
260,PG13,13128.605980,-16801.564002,15489.648328,626.853860
260,PG14,23121.372053,13221.578143,-1249.740080,329.518294
260,PG15,3368.821849,-24346.450207,9305.266653,129.198589
260,PG16,-16643.978102,5174.079902,19837.746287,-359.489889
260,PG17,12670.208085,11924.453168,-19598.701060,716.525540
260,PG18,-11491.404651,-10411.716663,21600.961740,-558.709698
260,PG19,14964.587482,2109.887662,-22031.629906,442.677505
260,PG20,21159.048386,-3984.733882,15508.212418,386.961775
260,PG21,-14071.208032,18929.420718,-10680.023380,134.412309
260,PG22,23111.927167,9007.567173,-8653.063068,28.878270
260,PG23,-19733.494348,-16367.022050,7330.791272,159.265535
260,PG24,10669.210190,-20053.524912,-13831.803828,-434.051126
260,PG25,-12411.365016,-18858.760532,-14542.062823,489.017512
260,PG26,-23583.959859,-1185.125099,12361.468445,188.679741
260,PG27,-12745.931399,13681.701321,18412.055291,-5.278270
260,PG28,-22319.431734,2101.970331,-14258.167829,-135.930462
260,PG29,-4792.627963,-24130.499572,9825.908408,-606.682120
260,PG30,19890.357805,3528.579018,17506.528899,-430.691576
260,PG31,-24679.559214,8735.505611,-5822.869884,-227.812606
260,PG32,-14435.896348,-8089.223192,-20617.853149,-612.373279
265,PG01,-2747.592204,17025.069190,-20443.931688,170.144620
265,PG02,-10455.145108,19479.701778,-14036.346978,-483.201862
265,PG03,2132.172428,16881.685936,-20570.479261,202.309146
265,PG04,-1900.997862,26330.983545,-2120.128452,295.247824
265,PG05,11131.131530,-10856.154967,21371.850263,-162.349476
265,PG06,22980.416026,-3694.244863,-12824.831547,401.394785
265,PG07,10274.528509,12039.420718,21851.203224,-65.369721
265,PG08,-6353.727924,23225.255034,10617.809412,-167.732203
265,PG09,8070.054827,23145.397842,10076.104234,96.996778
265,PG10,-24232.504856,-10618.658807,-3643.850466,0.981941
265,PG11,23824.383327,-11566.824877,-1621.962581,-580.635570
265,PG12,-172.296631,-17165.773999,-20572.296856,-479.391804
265,PG13,13103.823849,-16183.438407,16152.661640,626.854605
265,PG14,23099.100240,13317.530802,-311.393743,329.521262
265,PG15,3534.813471,-23972.838603,10139.444567,129.199875
265,PG16,-17257.650049,4714.596463,19444.058242,-359.487248
265,PG17,12590.239397,12688.141192,-19170.718782,716.526067
265,PG18,-10779.081688,-10823.985538,21759.643802,-558.712174
265,PG19,14886.003289,2930.311168,-22001.259821,442.678974
265,PG20,21679.978674,-3726.612524,14830.776023,386.961643
265,PG21,-14472.540142,19093.975840,-9825.368874,134.411620
265,PG22,23335.572201,9269.162812,-7766.050998,28.876413
265,PG23,-19446.275742,-16282.288813,8228.900138,159.267954
265,PG24,11127.645694,-20272.702311,-13098.045221,-434.052967
265,PG25,-11902.196658,-18649.788993,-15229.127154,489.017827
265,PG26,-23964.833441,-1459.193267,11595.952711,188.678478
265,PG27,-12806.487347,12949.981469,18898.548153,-5.279275
265,PG28,-21883.299170,1751.991781,-14965.099471,-135.934369
265,PG29,-4699.390227,-24485.390804,8956.158753,-606.682296
265,PG30,19340.661803,3913.456686,18028.575461,-430.690126
265,PG31,-24517.158666,8557.787783,-6723.465687,-227.812694
265,PG32,-14423.778977,-8881.271885,-20307.145393,-612.373861
270,PG01,-3406.508623,17382.206523,-20023.507673,170.145105
270,PG02,-10937.778774,19749.152397,-13290.704375,-483.200235
270,PG03,1438.914640,16528.805144,-20913.284175,202.316335
270,PG04,-1984.470203,26230.724257,-3071.117626,295.250663
270,PG05,11864.909554,-10487.048345,21164.737369,-162.349924
270,PG06,22570.718309,-3397.061701,-13603.392731,401.390260
270,PG07,9593.909297,12458.656433,21913.082133,-65.372434
270,PG08,-6468.042365,22801.963184,11440.159351,-167.733235
270,PG09,8009.914463,23520.961885,9223.617768,97.000637
270,PG10,-24317.853351,-10728.054458,-2693.481407,0.982241
270,PG11,23792.503936,-11457.277052,-2574.616330,-580.639250
270,PG12,491.764985,-16775.857562,-20888.852147,-479.392704
270,PG13,13087.224382,-15540.435353,16784.017989,626.855907
270,PG14,23047.992653,13396.260653,627.541707,329.524268
270,PG15,3712.471445,-23570.768305,10953.552559,129.201072
270,PG16,-17865.696157,4274.931820,19012.559789,-359.484895
270,PG17,12524.286269,13435.821244,-18704.550530,716.525341
270,PG18,-10069.726742,-11251.881623,21876.794386,-558.714616
270,PG19,14822.451406,3749.741336,-21929.548414,442.680454
270,PG20,22180.559634,-3485.466300,14124.848867,386.961072
270,PG21,-14843.990671,19245.129478,-8950.415087,134.410867
270,PG22,23535.213048,9507.616880,-6863.692296,28.874670
270,PG23,-19127.640975,-16187.790698,9111.436421,159.270392
270,PG24,11560.759506,-20482.349344,-12339.257766,-434.054767
270,PG25,-11367.483256,-18438.054156,-15887.995881,489.018148
270,PG26,-24323.412417,-1715.019350,10808.489464,188.677264
270,PG27,-12880.147292,12201.703821,19347.547765,-5.280231
270,PG28,-21431.577486,1380.074570,-15643.406912,-135.938238
270,PG29,-4614.171877,-24808.658811,8069.127786,-606.682048
270,PG30,18781.142236,4317.124842,18516.753991,-430.688605
270,PG31,-24329.120136,8360.590060,-7611.563553,-227.812842
270,PG32,-14424.968915,-9660.584049,-19957.049429,-612.374451
275,PG01,-4044.942105,17743.415671,-19565.492454,170.145603
275,PG02,-11392.239160,20009.153536,-12518.543104,-483.198348
275,PG03,728.353987,16183.386452,-21216.658821,202.323510
275,PG04,-2070.199611,26096.059838,-4016.175582,295.253447
275,PG05,12597.109287,-10134.669470,20916.520964,-162.349976
275,PG06,22142.173791,-3076.667576,-14355.940637,401.385728
275,PG07,8918.969486,12890.737568,21934.900962,-65.375000
275,PG08,-6591.875219,22349.919801,12239.994743,-167.733834
275,PG09,7953.917585,23865.000359,8353.357705,97.004481
275,PG10,-24373.470343,-10819.313059,-1738.043454,0.982494
275,PG11,23731.509161,-11329.172756,-3522.324638,-580.643059
275,PG12,1172.072916,-16392.109024,-21166.464466,-479.393796
275,PG13,13079.889879,-14873.886940,17382.477732,626.856928
275,PG14,22967.397255,13458.934716,1565.289536,329.527272
275,PG15,3902.740702,-23141.307859,11745.948521,129.202353
275,PG16,-18466.409534,3855.461323,18544.153817,-359.482143
275,PG17,12471.722054,14165.774766,-18201.142255,716.524803
275,PG18,-9365.011491,-11694.616086,21952.169578,-558.717079
275,PG19,14773.963382,4566.378490,-21816.667989,442.682130
275,PG20,22659.318099,-3260.717039,13391.773752,386.960519
275,PG21,-15185.607029,19381.357426,-8056.980009,134.410394
275,PG22,23709.617843,9723.675298,-5947.788592,28.872961
275,PG23,-18777.642272,-16085.031636,9976.728096,159.272814
275,PG24,11968.336933,-20680.975019,-11556.844494,-434.056587
275,PG25,-10807.878132,-18224.965341,-16517.462168,489.018482
275,PG26,-24658.452022,-1953.247694,10000.589782,188.676007
275,PG27,-12967.501043,11438.594224,19758.184204,-5.281202
275,PG28,-20965.880278,986.105423,-16291.795105,-135.942122
275,PG29,-4535.696156,-25099.515094,7166.528251,-606.681425
275,PG30,18213.388975,4739.410690,18970.135627,-430.687131
275,PG31,-24116.593615,8143.094810,-8485.518894,-227.812941
275,PG32,-14438.893016,-10425.466711,-19568.276084,-612.375025
280,PG01,-4661.842590,18107.223587,-19070.692449,170.146115
280,PG02,-11818.312451,20258.121228,-11721.433784,-483.196693
280,PG03,1.842999,15846.639904,-21480.026632,202.330697
280,PG04,-2159.559997,25927.314865,-4953.477095,295.256265
280,PG05,13325.928342,-9799.433793,20627.700148,-162.350829
280,PG06,21696.402921,-2732.730196,-15081.025222,401.381211
280,PG07,8251.142904,13334.772650,21916.571435,-65.377610
280,PG08,-6726.279839,21870.252269,13015.749484,-167.734890
280,PG09,7900.755254,24176.872842,7467.004663,97.008324
280,PG10,-24398.552871,-10893.643943,-779.337498,0.982758
280,PG11,23642.318764,-11181.441023,-4463.266570,-580.646876
280,PG12,1867.388193,-16015.749231,-21404.623053,-479.394677
280,PG13,13082.830001,-14185.207427,17946.867092,626.857665
280,PG14,22856.754869,13506.768687,2500.075506,329.530247
280,PG15,4106.498040,-22685.612183,12515.030400,129.203367
280,PG16,-19058.084754,3456.453405,18039.812611,-359.479610
280,PG17,12431.827754,14876.342988,-17661.515922,716.524419
280,PG18,-8666.565592,-12151.305682,21985.604801,-558.719540
280,PG19,14740.469830,5378.430153,-21662.866223,442.683672
280,PG20,23114.838982,-3051.700196,12632.947199,386.960272
280,PG21,-15497.555541,19501.170328,-7146.920305,134.410120
280,PG22,23857.630685,9918.172025,-5020.164013,28.871077
280,PG23,-18396.441546,-15975.521945,10823.135022,159.275219
280,PG24,12350.261719,-20867.095136,-10752.259403,-434.058400
280,PG25,-10224.127578,-18011.900610,-17116.372700,489.018848
280,PG26,-24968.770804,-2174.601431,9173.799856,188.674754
280,PG27,-13069.043203,10662.424477,20129.667201,-5.282167
280,PG28,-20487.843663,570.073667,-16909.026354,-135.945984
280,PG29,-4462.644419,-25357.275799,6250.102885,-606.681437
280,PG30,17638.993245,5180.044909,19387.855027,-430.685642
280,PG31,-23880.794107,7904.562961,-9343.713984,-227.812855
280,PG32,-14464.887220,-11174.277924,-19141.610792,-612.375606
285,PG01,-5256.252016,18472.106386,-18539.984496,170.146614
285,PG02,-12215.900746,20494.485728,-10900.994796,-483.194759
285,PG03,-739.191703,15519.701806,-21702.885180,202.337859
285,PG04,-2253.903459,25724.923945,-5881.212093,295.259097
285,PG05,14049.555238,-9481.652546,20298.853435,-162.351331
285,PG06,21235.063669,-2365.023269,-15777.247795,401.376677
285,PG07,7591.814618,13789.788329,21858.075295,-65.380282
285,PG08,-6872.243463,21364.175426,13765.907232,-167.735560
285,PG09,7849.088849,24456.044282,6566.269664,97.012181
285,PG10,-24392.393457,-10952.312788,180.832795,0.982996
285,PG11,23525.938844,-11013.081534,-5395.633961,-580.650704
285,PG12,2576.399381,-15647.931236,-21602.888837,-479.396026
285,PG13,13096.976792,-13475.887675,18476.080620,626.858749
285,PG14,22715.601970,13541.021074,3430.131118,329.533243
285,PG15,4324.547116,-22204.917927,13259.239948,129.204618
285,PG16,-19639.024889,3078.069536,17500.575417,-359.477084
285,PG17,12403.795855,15565.933627,-17086.767090,716.524306
285,PG18,-7975.970313,-12620.975960,21977.015283,-558.721983
285,PG19,14721.801027,6184.117748,-21468.465474,442.685203
285,PG20,23545.771151,-2857.668426,11849.816834,386.960062
285,PG21,-15780.119630,19603.121182,-6222.126513,134.409718
285,PG22,23978.176801,10092.024199,-4082.661138,28.869248
285,PG23,-17984.310365,-15860.771426,11649.051954,159.277688
285,PG24,12706.516131,-21039.239013,-9927.005039,-434.060208
285,PG25,-9617.068469,-17800.200907,-17683.629512,489.019214
285,PG26,-25253.255391,-2379.878449,8329.698053,188.673536
285,PG27,-13185.170625,9875.005053,20461.287680,-5.283137
285,PG28,-19999.119425,132.072080,-17493.922661,-135.949839
285,PG29,-4393.662685,-25581.364405,5321.620969,-606.681181
285,PG30,17059.541335,5638.662000,19769.112005,-430.684145
285,PG31,-23622.996420,7644.337766,-10184.560640,-227.812919
285,PG32,-14502.199901,-11905.433056,-18677.911771,-612.376199
290,PG01,-5827.307829,18836.495588,-17974.314705,170.147125
290,PG02,-12585.021328,20716.698841,-10058.888444,-483.192887
290,PG03,-1493.254611,15203.630060,-21884.807122,202.344994
290,PG04,-2354.553552,25489.429952,-6797.589249,295.261864
290,PG05,14766.176688,-9181.532025,19930.637444,-162.351848
290,PG06,20759.844541,-1973.428383,-16443.263774,401.372188
290,PG07,6942.315840,14254.732701,21759.464709,-65.383073
290,PG08,-7030.682087,20832.986496,14489.004550,-167.735903
290,PG09,7797.556651,24702.086891,5652.890756,97.016016
290,PG10,-24354.383201,-10996.635467,1140.664197,0.983234
290,PG11,23383.457192,-10823.169734,-6317.634927,-580.654505
290,PG12,3297.727272,-15289.735732,-21760.895140,-479.397264
290,PG13,13123.180077,-12747.489245,18969.083508,626.859963
290,PG14,22543.573078,13562.987174,4353.696837,329.536246
290,PG15,4557.613778,-21700.538444,13977.066384,129.205705
290,PG16,-20207.548478,2720.364663,16927.545890,-359.474661
290,PG17,12386.734594,16233.027275,-16478.062304,716.524115
290,PG18,-7294.752366,-13102.564884,21926.396378,-558.724410
290,PG19,14717.687946,6981.683221,-21233.861959,442.686819
290,PG20,23950.833050,-2677.795545,11043.878661,386.959367
290,PG21,-16033.697403,19685.812624,-5284.518184,134.409557
290,PG22,24070.267326,10246.226934,-3137.136955,28.867350
290,PG23,-17541.629477,-15742.282455,12452.911507,159.280128
290,PG24,13037.180634,-21195.956221,-9082.629941,-434.062057
290,PG25,-8987.625528,-17591.164378,-18218.191734,489.019545
290,PG26,-25510.864972,-2569.947056,7469.891927,188.672304
290,PG27,-13316.180338,9078.177675,20752.419078,-5.284110
290,PG28,-19501.368100,-327.702709,-18045.367944,-135.953691
290,PG29,-4327.368332,-25771.313954,4382.874821,-606.681041
290,PG30,16476.608320,6114.801019,20113.173055,-430.682658
290,PG31,-23344.529739,7361.848231,-11006.502868,-227.812863
290,PG32,-14549.995618,-12617.410811,-18178.108064,-612.376787
295,PG01,-6374.246112,19198.784586,-17374.697173,170.147622
295,PG02,-12925.805410,20923.241147,-9196.817039,-483.191096
295,PG03,-2258.786832,14899.399830,-22025.441016,202.352167
295,PG04,-2462.798685,25221.481812,-7700.839528,295.264678
295,PG05,15473.984914,-8899.173359,19523.785432,-162.351862
295,PG06,20272.457469,-1557.936410,-17077.785343,401.367648
295,PG07,6303.919027,14728.478957,21620.862572,-65.385852
295,PG08,-7202.435669,20278.059676,15183.633915,-167.737346
295,PG09,7744.780532,24914.681570,4728.629569,97.019846
295,PG10,-24284.014471,-11027.971720,2098.357110,0.983451
295,PG11,23216.038315,-10610.861643,-7227.497355,-580.658347
295,PG12,4029.929856,-14942.166810,-21878.348295,-479.398218
295,PG13,13162.203250,-12001.638198,19424.913734,626.860922
295,PG14,22340.402762,13573.992893,5269.025310,329.539210
295,PG15,4806.341737,-21173.858398,14667.049980,129.206827
295,PG16,-20761.996403,2383.288120,16321.889444,-359.472195
295,PG17,12379.672616,16876.183443,-15836.636334,716.523777
295,PG18,-6624.377987,-13594.926844,21833.823737,-558.726889
295,PG19,14727.763705,7769.395571,-20959.524833,442.688540
295,PG20,24328.818039,-2511.180840,10216.674219,386.959108
295,PG21,-16258.798689,19747.903956,-4336.038947,134.409091
295,PG22,24133.003692,10381.847776,-2185.458826,28.865522
295,PG23,-17068.887879,-15621.543132,13233.187048,159.282543
295,PG24,13342.433137,-21335.823286,-8220.725953,-434.063888
295,PG25,-8336.808240,-17386.040880,-18719.077251,489.019898
295,PG26,-25740.635483,-2745.741371,6596.015222,188.671064
295,PG27,-13462.267966,8273.807763,21002.518469,-5.285106
295,PG28,-18996.252048,-808.950277,-18562.310146,-135.957546
295,PG29,-4262.356939,-25926.768812,3435.676250,-606.680617
295,PG30,15891.751855,6607.906733,20419.372779,-430.681159
295,PG31,-23046.772002,7056.612201,-11808.019441,-227.812836
295,PG32,-14607.359242,-13308.758958,-17643.197444,-612.377377
300,PG01,-6896.404328,19557.335339,-16742.212564,170.148123
300,PG02,-13238.496347,21112.629068,-8316.518925,-483.189252
300,PG03,-3034.171853,14607.899567,-22124.512021,202.359336
300,PG04,-2579.885679,24921.831842,-8589.219688,295.267470
300,PG05,16171.184927,-8634.572752,19079.105678,-162.352250
300,PG06,19774.630603,-1118.648452,-17679.584012,401.363144
300,PG07,5677.833191,15209.829359,21442.462738,-65.388368
300,PG08,-7388.263715,19700.840395,15848.446594,-167.738644
300,PG09,7689.372710,25093.618887,3795.267847,97.023686
300,PG10,-24180.883190,-11047.718676,3052.118719,0.983713
300,PG11,23024.918136,-10375.398311,-8123.472348,-580.662154
300,PG12,4771.507558,-14606.148031,-21955.028130,-479.399445
300,PG13,13214.719466,-11240.018606,19842.684043,626.862000
300,PG14,22105.927239,13575.388464,6174.384558,329.542198
300,PG15,5071.288624,-20626.328030,15327.785539,129.207955
300,PG16,-21300.738648,2066.685003,15684.830509,-359.469684
300,PG17,12381.564018,17494.046227,-15163.789247,716.523290
300,PG18,-5966.247258,-14096.837059,21699.453322,-558.729444
300,PG19,14751.565431,8545.557255,-20645.995143,442.690196
300,PG20,24678.599445,-2356.853714,9369.787649,386.958748
300,PG21,-16456.041518,19788.117879,-3378.651541,134.408493
300,PG22,24165.581596,10500.020886,-1229.500480,28.863464
300,PG23,-16566.681451,-15500.020491,13988.395528,159.284980
300,PG24,13622.547812,-21457.450351,-7342.925395,-434.065717
300,PG25,-7665.707445,-17186.026702,-19185.364284,489.020259
300,PG26,-25941.683475,-2908.256449,5709.724843,188.669827
300,PG27,-13623.526635,7463.776806,21211.127472,-5.286086
300,PG28,-18485.428539,-1311.266908,-19043.763212,-135.961405
300,PG29,-4197.209208,-26047.485972,2481.852971,-606.680709
300,PG30,15306.506032,7117.331164,20687.115202,-430.679664
300,PG31,-22731.144100,6728.239092,-12587.626431,-227.813023
300,PG32,-14673.300430,-13978.099758,-17074.244192,-612.377959
305,PG01,-7393.223639,19910.485236,-16078.006560,170.148604
305,PG02,-13523.447353,21283.421746,-7419.764455,-483.187625
305,PG03,-3817.741554,14329.927414,-22181.822457,202.366489
305,PG04,-2707.013511,24591.332654,-9461.015728,295.270283
305,PG05,16856.001757,-8387.622207,18597.479702,-162.352976
305,PG06,19268.101053,-655.776297,-18247.493070,401.358590
305,PG07,5065.199457,15697.519526,21224.530148,-65.390850
305,PG08,-7588.841236,19102.839263,16482.155360,-167.739457
305,PG09,7629.942556,25238.799591,2854.603935,97.027498
305,PG10,-24044.690709,-11057.304236,4000.166127,0.983964
305,PG11,22811.398403,-10116.109916,-9003.837633,-580.665966
305,PG12,5520.908698,-14282.518849,-21990.788361,-479.400483
305,PG13,13281.308268,-10464.365813,20221.583753,626.862945
305,PG14,21840.085555,13568.542056,7068.061135,329.545165
305,PG15,5352.922447,-20059.457114,15957.925769,129.209254
305,PG16,-21822.180897,1770.298002,15017.649708,-359.466977
305,PG17,12391.293740,18085.349581,-14460.883341,716.522877
305,PG18,-5321.688733,-14606.996332,21523.521276,-558.731927
305,PG19,14788.536529,9308.510443,-20293.884694,442.691728
305,PG20,24999.135276,-2213.778664,8504.842659,386.958367
305,PG21,-16626.148081,19805.246884,-2414.332838,134.407993
305,PG22,24167.294535,10601.940935,-271.138033,28.861585
305,PG23,-16035.711139,-15379.153813,14717.100240,159.287392
305,PG24,13877.893495,-21559.487740,-6450.898113,-434.067533
305,PG25,-6975.491608,-16992.259517,-19616.192875,489.020576
305,PG26,-26113.209663,-3058.543173,4812.697809,188.668562
305,PG27,-13799.946372,6649.974692,21377.872949,-5.287085
305,PG28,-17970.542875,-1834.146543,-19488.808954,-135.965291
305,PG29,-4130.497970,-26133.335867,1523.244989,-606.680389
305,PG30,14722.375347,7642.335536,20915.874986,-430.678162
305,PG31,-22399.103932,6376.432249,-13343.879679,-227.813107
305,PG32,-14746.758437,-14624.135042,-16472.376753,-612.378556
310,PG01,-7864.250816,20256.554127,-15383.288165,170.149108
310,PG02,-13781.118717,21434.227714,-6508.351930,-483.185985
310,PG03,-4607.782452,14066.187995,-22197.252244,202.373652
310,PG04,-2845.327281,24230.933631,-10314.546272,295.273071
310,PG05,17526.687593,-8158.110720,18079.860352,-162.352923
310,PG06,18754.607590,-169.642406,-18780.409924,401.354045
310,PG07,4467.086859,16190.223026,20967.400860,-65.393776
310,PG08,-7804.755116,18485.625771,17083.537063,-167.739541
310,PG09,7565.103406,25350.234654,1908.449248,97.031348
310,PG10,-23875.245249,-11058.180368,4940.729441,0.984266
310,PG11,22576.840832,-9832.419478,-9866.900909,-580.669791
310,PG12,6276.535183,-13972.031384,-21985.556867,-479.401735
310,PG13,13362.452654,-9676.459478,20560.880394,626.864103
310,PG14,21542.920359,13554.833334,7948.363267,329.548149
310,PG15,5651.618471,-19474.808628,16556.184525,129.210521
310,PG16,-22324.770965,1493.769666,14321.680954,-359.464513
310,PG17,12407.683274,18648.922162,-13729.339945,716.522366
310,PG18,-4691.954356,-15124.036159,21306.343630,-558.734378
310,PG19,14838.029338,10056.643106,-19903.874793,442.693281
310,PG20,25289.472597,-2080.860535,7623.499396,386.957434
310,PG21,-16769.940199,19798.159287,-1445.068858,134.407705
310,PG22,24137.536900,10688.856790,687.753942,28.859667
310,PG23,-15476.780714,-15260.348061,15417.913498,159.289868
310,PG24,14108.931654,-21640.632413,-5546.348392,-434.069366
310,PG25,-6267.402787,-16805.813587,-20010.766292,489.020923
310,PG26,-26254.502123,-3197.702929,3906.628199,188.667316
310,PG27,-13991.414006,5834.292021,21502.467500,-5.288055
310,PG28,-17453.221589,-2376.982180,-19896.598767,-135.969134
310,PG29,-4060.795205,-26184.302714,561.700972,-606.680010
310,PG30,14140.828795,8182.092610,21105.198517,-430.676640
310,PG31,-22052.140324,6000.990930,-14075.377201,-227.812853
310,PG32,-14826.607240,-15245.650942,-15838.785282,-612.379128
315,PG01,-8309.139699,20593.851485,-14659.327876,170.149617
315,PG02,-14012.074551,21563.711315,-5584.103525,-483.183886
315,PG03,-5402.542141,13817.289616,-22170.759207,202.380851
315,PG04,-2995.912411,23841.677004,-11148.165884,295.275869
315,PG05,18181.528804,-7945.725942,17527.269743,-162.353435
315,PG06,18235.883349,339.320595,-19277.298327,401.349522
315,PG07,3884.488425,16686.556244,20671.481988,-65.396513
315,PG08,-8036.500901,17850.821734,17651.435041,-167.740158
315,PG09,7493.479365,25428.044861,958.624716,97.035207
315,PG10,-23672.462928,-11051.816317,5872.054829,0.984557
315,PG11,22322.660999,-9523.846181,-10711.003145,-580.673596
315,PG12,7036.748385,-13675.347566,-21939.335848,-479.402718
315,PG13,13458.536599,-8878.116431,20859.921149,626.864935
315,PG14,21214.578246,13535.646967,8813.623948,329.551142
315,PG15,5967.656529,-18873.992166,17121.339920,129.211732
315,PG16,-22807.005018,1236.645102,13598.308484,-359.461872
315,PG17,12429.496669,19183.691733,-12970.636085,716.521995
315,PG18,-4078.214720,-15646.524157,21048.315863,-558.736848
315,PG19,14899.308176,10788.394910,-19476.714906,442.694919
315,PG20,25548.751537,-1956.950068,6727.451234,386.957011
315,PG21,-16888.334320,19765.804862,-472.849819,134.406907
315,PG22,24075.806608,10762.064982,1645.306296,28.858004
315,PG23,-14890.794099,-15144.967472,16089.499234,159.292309
315,PG24,14316.213950,-21699.634278,-4631.011758,-434.071172
315,PG25,-5542.752307,-16627.695234,-20368.352351,489.021288
315,PG26,-26364.939146,-3326.882081,2993.224088,188.666062
315,PG27,-14197.713559,5018.612463,21584.709740,-5.289017
315,PG28,-16935.065735,-2939.067701,-20266.355235,-135.972990
315,PG29,-3986.679089,-26200.484370,-400.925402,-606.679756
315,PG30,13563.294111,8735.689400,21254.704890,-430.675149
315,PG31,-21691.766847,5601.811911,-14780.761537,-227.813041
315,PG32,-14911.660942,-15841.522252,-15174.719075,-612.379716
320,PG01,-8727.652226,20920.683668,-13907.455715,170.150108
320,PG02,-14216.979083,21670.598843,-4648.861198,-483.182315
320,PG03,-6200.235898,13583.741874,-22102.379248,202.388010
320,PG04,-3159.789127,23424.693536,-11960.268307,295.278678
320,PG05,18818.852810,-7750.056291,16940.797058,-162.354126
320,PG06,17713.648574,870.570890,-19737.190475,401.345000
320,PG07,3318.317531,17185.083530,20337.251528,-65.399188
320,PG08,-8284.480015,17200.094536,18184.761361,-167.740309
320,PG09,7413.712051,25472.459931,6.957221,97.039045
320,PG10,-23436.368352,-11039.691776,6792.407531,0.984824
320,PG11,22050.322024,-9190.008274,-11534.521807,-580.677419
320,PG12,7799.875203,-13393.036661,-21852.201883,-479.403859
320,PG13,13569.843054,-8071.183378,21118.134134,626.866132
320,PG14,20855.309685,13512.366136,9662.203991,329.554125
320,PG15,6301.218797,-18258.657127,17652.237283,129.212740
320,PG16,-23267.433566,998.375074,12848.963839,-359.459508
320,PG17,12455.446793,19688.689103,-12186.301054,716.521483
320,PG18,-3481.554672,-16172.969791,20749.912299,-558.739292
320,PG19,14971.552746,11502.262892,-19013.221211,442.696430
320,PG20,25776.208918,-1840.849679,5818.421491,386.956630
320,PG21,-16982.336085,19707.220049,500.334773,134.406737
320,PG22,23981.707281,10822.903013,2599.659118,28.856213
320,PG23,-14278.752291,-15034.329332,16730.575514,159.294756
320,PG24,14500.379379,-21735.302314,-3706.651653,-434.073005
320,PG25,-4802.916173,-16458.838600,-20688.284636,489.021634
320,PG26,-26443.991728,-3447.266292,2074.204478,188.664824
320,PG27,-14418.527125,4204.805165,21624.484379,-5.290003
320,PG28,-16417.644317,-3519.600145,-20597.373581,-135.976853
320,PG29,-3906.740993,-26182.091714,-1362.779091,-606.679385
320,PG30,12991.152193,9302.130260,21364.086771,-430.673629
320,PG31,-21319.515553,5178.890698,-15458.722028,-227.813237
320,PG32,-15000.679439,-16410.716384,-14481.483911,-612.380290
325,PG01,-9119.659001,21235.361255,-13129.059121,170.150634
325,PG02,-14396.592516,21753.684380,-3704.482610,-483.180485
325,PG03,-6999.053451,13365.953694,-21992.226389,202.395188
325,PG04,-3337.907223,22981.197842,-12749.289614,295.281509
325,PG05,19437.034771,-7570.593515,16321.596230,-162.354287
325,PG06,17189.603409,1423.458942,-20159.188986,401.340468
325,PG07,2769.404575,17684.322596,19965.258085,-65.401991
325,PG08,-8548.997426,16535.150199,18682.498898,-167.740479
325,PG09,7324.467273,25483.817187,-944.723967,97.042871
325,PG10,-23167.094784,-11023.290032,7700.074816,0.985063
325,PG11,21761.328054,-8830.625548,-12335.874014,-580.681209
325,PG12,8564.214261,-13125.573180,-21724.305863,-479.404916
325,PG13,13696.552411,-7257.529480,21335.029476,626.867219
325,PG14,20465.468525,13486.366048,10492.495041,329.557114
325,PG15,6652.388034,-17630.485722,18147.791963,129.214217
325,PG16,-23704.667202,778.319502,12075.122790,-359.456921
325,PG17,12484.201829,20163.051587,-11377.912870,716.521464
325,PG18,-2902.969296,-16701.830386,20411.685358,-558.741780
325,PG19,15053.861902,12196.806899,-18514.275055,442.697923
325,PG20,25971.181475,-1731.319483,4898.160061,386.956402
325,PG21,-17053.034494,19621.532717,1472.500970,134.406082
325,PG22,23854.949946,10872.742528,3548.965480,28.854161
325,PG23,-13641.749866,-14929.697956,17339.916961,159.297215
325,PG24,14662.151022,-21746.510504,-2775.056007,-434.074845
325,PG25,-4049.330216,-16300.101704,-20969.963642,489.021981
325,PG26,-26491.225684,-3560.074680,1151.296236,188.663595
325,PG27,-14653.436233,3394.717272,21621.762094,-5.290974
325,PG28,-15902.487864,-4117.682388,-20889.022997,-135.980699
325,PG29,-3819.592430,-26129.447551,-2322.007341,-606.679329
325,PG30,12425.731718,9880.340339,21433.111135,-430.672122
325,PG31,-20936.930651,4732.322340,-16107.997036,-227.813026
325,PG32,-15092.374318,-16952.296934,-13760.439288,-612.380867
330,PG01,-9485.139405,21536.206421,-12325.580709,170.151110
330,PG02,-14551.766492,21811.835313,-2752.837056,-483.178644
330,PG03,-7797.165855,13164.231810,-21840.492678,202.402361
330,PG04,-3531.141151,22512.483354,-13513.711274,295.284290
330,PG05,20034.504071,-7406.735683,15670.883494,-162.354729
330,PG06,16665.420805,1997.229420,-20542.468744,401.335907
330,PG07,2238.493964,18182.750147,19556.120481,-65.404456
330,PG08,-8830.259770,15857.726311,19143.703239,-167.741369
330,PG09,7224.441596,25462.559778,-1894.590753,97.046704
330,PG10,-22864.883873,-11004.091128,8593.368907,0.985334
330,PG11,21457.217600,-8445.521380,-13113.519619,-580.684999
330,PG12,9328.042245,-12873.335192,-21555.872827,-479.406250
330,PG13,13838.741458,-6439.038853,21510.200207,626.868045
