tk,Œ¿–«±‡∫≈,X,Y,Z,÷”≤Ó
60,PG14,14077.077377,-8172.510959,-20934.315156,329.398899
60,PG15,-6450.853431,-15815.684458,-20787.774179,129.151907
60,PG16,-763.897865,25923.101893,4120.741087,-359.590791
60,PG17,22877.315482,-12577.916327,-4882.481136,716.539454
60,PG18,-25147.856973,-4176.340739,-7771.589017,-558.610847
60,PG19,20247.449127,-16447.916472,3629.708141,442.613661
60,PG20,778.475715,-23679.657887,12230.179755,386.979074
60,PG21,14853.666336,15450.116586,-15813.640889,134.428246
60,PG22,10866.775276,-16586.576508,-17383.709006,28.952190
60,PG23,-15225.294198,-1478.616637,-21711.150469,159.167918
60,PG24,-16750.579875,-15461.036318,-14375.811146,-433.978021
60,PG25,-15353.856430,-11413.486744,18194.393783,489.004241
60,PG26,-5902.726443,21102.851018,14599.886016,188.728603
60,PG27,-8077.949535,20365.694124,-14976.828317,-5.239407
60,PG28,-16932.470250,8149.623341,18746.748612,-135.775493
60,PG29,-20007.963860,-400.417613,17464.063329,-606.692188
60,PG30,21565.848942,-3809.103600,-15082.538083,-430.751593
60,PG31,-8029.465077,13160.610783,21442.287568,-227.811184
60,PG32,-21142.922577,15670.281523,-2415.713991,-612.350340
65,PG01,22797.878952,12714.893231,-6140.537667,170.125564
65,PG02,18408.777461,13873.978962,-12921.566520,-483.273311
65,PG03,11842.222139,20723.764325,11636.664020,202.022701
65,PG04,11275.647248,10282.799395,21760.278553,295.135443
65,PG05,-6229.153669,-25765.933837,34.826177,-162.332282
65,PG06,15243.150735,-8542.089104,20105.495375,401.576499
65,PG07,25742.631878,5253.070682,-4856.355963,-65.261648
65,PG08,3856.276709,16301.295109,-20609.990506,-167.709394
65,PG09,20241.709583,-2260.170450,16997.080364,96.843825
65,PG10,-11761.355425,11496.294528,-20571.132148,0.970969
65,PG11,2986.519284,-14989.836317,21749.820041,-580.483371
65,PG12,-10327.436421,-21779.988874,10942.234581,-479.346328
65,PG13,6896.883576,-18759.057465,-17580.918166,626.813811
65,PG14,14223.216127,-7379.997478,-21134.407747,329.401882
65,PG15,-5926.627106,-16364.561705,-20504.281865,129.153307
65,PG16,-875.287973,25742.852946,5061.508426,-359.588364
65,PG17,22744.683046,-12389.774012,-5809.571649,716.539030
65,PG18,-25385.197963,-4333.709733,-6868.148530,-558.613306
65,PG19,20401.260658,-16449.672658,2674.113168,442.615363
65,PG20,1010.895607,-23257.728954,12997.654865,386.978789
65,PG21,14233.422699,15332.582220,-16436.919865,134.427641
65,PG22,10975.383311,-15898.423267,-17927.822506,28.950162
65,PG23,-15385.245491,-2286.028485,-21533.337006,159.170384
65,PG24,-16213.443949,-15394.943285,-15053.764181,-433.979867
65,PG25,-15441.414565,-12111.883653,17679.075347,489.004584
65,PG26,-6136.312430,20560.606088,15266.621982,188.727376
65,PG27,-8537.256290,20671.582659,-14260.429034,-5.240389
65,PG28,-17591.083648,7891.533868,18244.415722,-135.779350
65,PG29,-19484.233759,-831.468245,18027.272951,-606.691748
65,PG30,22074.261444,-3546.370201,-14409.814028,-430.750072
65,PG31,-8801.995459,12858.510243,21335.104957,-227.811344
65,PG32,-21111.795894,15525.646938,-3364.422509,-612.350913
